claims,claims_labels
"The PDO shows no trend, and therefore the PDO is not responsible for the trend of global warming.",NOT_ENOUGH_INFO
"“For example, Canadian polar bear biologist Ian Stirling learned in the 1970s that spring sea ice in the southern Beaufort Sea periodically gets so thick that seals depart, depriving local polar bears of their prey and causing their numbers to plummet.",NOT_ENOUGH_INFO
"Connie Mack ""is protecting Chevron oil from a multi-billion dollar lawsuit over pollution of rivers and rainforests.""",NOT_ENOUGH_INFO
The long term trend from albedo is of cooling.,SUPPORTS
"Wind turbines in the US are made of toxic materials that pollute the environment, are mostly built in Germany, and will not pay off their manufacturing costs within their lifetimes.",REFUTES
"43% of CO2 from commercial aviation was linked to passenger movement in narrowbody aircraft, followed by widebody jets (33%), and regional aircraft (5%).",NOT_ENOUGH_INFO
We could simply never release enough CO2 into the atmosphere to lower the pH below 7 [the point in the pH scale where a solution becomes acidic].,REFUTES
"Over 31,000 scientists signed the OISM Petition Project.",SUPPORTS
"That drop in temperature came after what was described in the National Geographic as 'six decades of abnormal warmth'.""",NOT_ENOUGH_INFO
"A key study published in the Journal of Climate this year by Bjorn Stevens of the Max Planck Institute for Meteorology in Hamburg, Germany, found that the cooling impact of sulfate emissions has held back global warming less than thought till now",NOT_ENOUGH_INFO
"many scientists were surprised when other researchers subsequently found that ringed and bearded seals (the primary prey of polar bears) north of the Bering Strait especially thrived with a longer open-water season, which is particularly conducive to fishing",NOT_ENOUGH_INFO
Humans are emitting 26 gigatonnes of CO2 into the atmosphere.,NOT_ENOUGH_INFO
"Currently, Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business.",REFUTES
"Currently, humans are emitting around 29 billion tonnes of carbon dioxide into the atmosphere per year.",SUPPORTS
"Severe ‘snowmageddon’ winters are now strongly linked to soaring polar temperatures, say researchers, with deadly summer heatwaves and torrential floods also probably linked.",NOT_ENOUGH_INFO
Jupiter's climate change is due to shifts in internal turbulence fueled from an internal heat source - the planet radiates twice as much energy as it receives from the sun.,NOT_ENOUGH_INFO
"With 32 years of  rapidly increasing global temperatures and only a minor increase in  global CO2 emissions, followed by 33 years of slowly cooling global  temperatures with rapid increases in global CO2 emissions, it was  deceitful for the IPCC to make any claim that CO2 emissions were  primarily responsible for observed 20th century global warming.""",NOT_ENOUGH_INFO
"Because the collapse of vulnerable parts of the ice sheet could raise the sea level dramatically, the continued existence of the world’s great coastal cities — Miami, New York, Shanghai and many more — is tied to Antarctica’s fate.",SUPPORTS
"So this is a government which is proposing to put at risk our manufacturing industry, to penalise struggling families, to make a tough situation worse for millions of households right around Australia.",NOT_ENOUGH_INFO
"“Our analyses do not indicate  acceleration in sea level in U.S. tide gauge records during the 20th  century,” the study’s authors concluded.",NOT_ENOUGH_INFO
Local and regional sea levels continue to exhibit typical natural variability—in some places rising and in others falling.,SUPPORTS
"""Rapid loss of ice-mass from the glaciers of Greenland and Antarctica are  cited as proof positive of global warming's onslaught.",SUPPORTS
"“Global warming and climate change, even if it is 100% caused by humans, is so slow that it cannot be observed by anyone in their lifetime.",REFUTES
The natural cycle adds and removes CO2 to keep a balance; humans add extra CO2 without removing any.,SUPPORTS
"A recent Nature study expecting more severe hurricanes from global warming still found that damages would halve from 0.04 per cent to 0.02 per cent of global GDP, because the increased ferocity would be more than made up by increased prosperity and resilience.",NOT_ENOUGH_INFO
many of south Florida’s drainage systems and seawalls are no longer enough,NOT_ENOUGH_INFO
"In many other cases, though — hurricanes, for example — the linkage to global warming for particular trends is uncertain or disputed.",NOT_ENOUGH_INFO
Marine life has nothing to fear from ocean acidification.,REFUTES
The claim sea level isn’t rising is based on blatantly doctored graphs contradicted by observations.,NOT_ENOUGH_INFO
CFCs contribute to global waerming at a small level.,REFUTES
No known natural forcing fits the fingerprints of observed warming except anthropogenic greenhouse gases.,NOT_ENOUGH_INFO
"Since the hockey stick paper in 1998, there have been a number of proxy studies analysing a variety of different sources including corals, stalagmites, tree rings, boreholes and ice cores.",SUPPORTS
Economic assessments of proposed policy to put a price on carbon emissions are in widespread agreement that the net economic impact will be minor.,REFUTES
"Carbon dioxide is not ""a primary contributor to the global warming that we see.""",SUPPORTS
world leaders were duped into investing billions over manipulated global warming data,REFUTES
warming is not as great as the climate change computer models predicted.,REFUTES
"Most of the atmospheric moisture originates in the tropical ocean, and the difference between surface and upper atmospheric temperature determines how much of the moisture rises into the atmosphere.",SUPPORTS
Hansen's 1988 results are evidence that the actual climate sensitivity is about 3°C for a doubling of atmospheric CO2.,NOT_ENOUGH_INFO
During the 2013 election campaign the Coalition said its first legislative priority in government would be to scrap the carbon tax.,SUPPORTS
"CO2 is colorless, odorless and completely non-toxic.",SUPPORTS
"The costs of emissions regulations, which will be paid by everyone, will be very high and will not provide any benefits to most people around the world.",REFUTES
[…] Constant 24-7  media coverage of every significant storm worldwide just makes it seem  that way.”,SUPPORTS
Coral bleaching has devastated 93% of the Great Barrier Reef.,REFUTES
We do not know if CO2 is the cause of global warming,REFUTES
One more decade of business as usual will make this impossible.,NOT_ENOUGH_INFO
"A recent Nature study expecting more severe hurricanes from global warming still found that damages would halve from 0.04 per cent to 0.02 per cent of global GDP, because the increased ferocity would be more than made up by increased prosperity and resilience.",NOT_ENOUGH_INFO
the world is barely half a degree Celsius (0.9 degrees Fahrenheit) warmer than it was about 35 years ago,NOT_ENOUGH_INFO
During the 2013 election campaign the Coalition said its first legislative priority in government would be to scrap the carbon tax.,NOT_ENOUGH_INFO
"Sea level rise has been slow and a constant, pre-dating industrialization.",REFUTES
“It’s a good thing that we are putting some more carbon dioxide in the atmosphere. The scientific method has not been applied in such a way as to prove that carbon dioxide is causing the Earth to warm.”,REFUTES
"Forward projections of solar cyclicity imply the next few decades may be marked by global cooling rather than warming, despite continuing CO2 emissions.",REFUTES
"“But there are plenty of studies that have come that show with respect to Antarctica that the total ice sheet, particularly that above land, is increasing, not decreasing.",REFUTES
"Some experts think we’re on track to hit 550 ppm by the end of the century, which would cause average global temperatures to rise by 6 degrees Celsius",SUPPORTS
The idea that the much smaller carbon dioxide cycle is now controlling the water cycle is not very likely.,NOT_ENOUGH_INFO
The IPCC 95% confidence that humans are responsible for most of the current global warming is simply a summary of the peer-reviewed scientific research.,NOT_ENOUGH_INFO
The polar bear population has been growing. Polar bears are thriving even where sea ice is diminishing.,REFUTES
Unprecedented climate change has caused sea level at Sydney Harbour to rise approximately 0.0 cm over the past 140 years.,REFUTES
Mount Kilimanjaro's shrinking glacier is complicated and not due to just global warming.,SUPPORTS
Venus isn't hot because of a runaway greenhouse.,REFUTES
The rate of global sea level rise on average has fallen by 40% the last century.,REFUTES
The main reason behind this mid-century cooling was global dimming due to anthropogenic sulfate aerosol emissions.,SUPPORTS
"Barack Obama will help the Gulf Coast restore the wetlands, marshes and barrier islands that are critical to tamping down the force of hurricanes.",NOT_ENOUGH_INFO
“Believing CO2 controls the climate is pretty close to believing in magic.”,REFUTES
By 2050 there’s a scientific consensus that we reached the tipping point for ice sheets in Greenland and the West Antarctic,NOT_ENOUGH_INFO
Global weather is controlled by secret geoengineering programs using chemtrails and ionosphere heating facilities.,REFUTES
cutting speed limits could slow climate change,NOT_ENOUGH_INFO
The panel was forced to retract a statement in its 2007 report saying all Himalayan glaciers could melt entirely by 2035.,SUPPORTS
"[NASA] has been adjusting temperatures from the past[...] downward, while adjusting current-day temperatures upward, and those changes are responsible for most of the claimed global warming during that time.",REFUTES
"""A new storm and a new red spot on Jupiter hints at climate change, USA TODAY and dozens of other sources explained yesterday.",SUPPORTS
CO2 constitutes 80% of the non-condensing greenhouse gas forcing.,REFUTES
The consensus among scientists and policy-makers is that we’ll pass this point of no return if the global mean temperature rises by more than two degrees Celsius.,NOT_ENOUGH_INFO
South Australia is winning: it has the most unreliable grid in the world outside Africa and the most expensive electricity.,NOT_ENOUGH_INFO
Climate change need not endanger anyone”,REFUTES
"But it is part of a long list of studies from independent teams (as this interactive graphic shows), using a variety of methods that take account of critical challenges, all of which conclude that climate models exhibit too much sensitivity to greenhouse gases.",REFUTES
"At that time, Hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in Congress.",NOT_ENOUGH_INFO
Climate scientists say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,SUPPORTS
"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.",SUPPORTS
Satellite temperature readings going back to 1979 show 1998 was by far the warmest year in the satellite era,SUPPORTS
"The oceans are warming and moreover are becoming more acidic, threatening the food chain.",SUPPORTS
the climate models have overestimated the amount of global warming and failed to predict what climatologists call the warming ‘hiatus’,SUPPORTS
Protecting and restoring forests would reduce 18% of emissions by 2030,NOT_ENOUGH_INFO
[climate scientists] say that aspects of the case of Hurricane Harvey suggest global warming is making a bad situation worse.,SUPPORTS
CO2 levels are measured by hundreds of stations scattered across 66 countries which all report the same rising trend.,SUPPORTS
But it means a chunk of the rise is coming from elsewhere.,NOT_ENOUGH_INFO
But when the Arctic warms up faster than the equator does […] the jet stream’s flow can become weakened and elongated.,SUPPORTS
A fast transition away from fossil fuels in the next few decades could be enough to put off rapid sea-level rise for centuries.,NOT_ENOUGH_INFO
CFCs contribute to global Waerming at a small level.,REFUTES
"Among the most ambitious scenarios, they found a strong probability that Antarctica would remain fairly stable.",REFUTES
Extreme weather isn't caused by global warming,REFUTES
"Also found was that the correlation between solar activity and global temperatures ended around 1975, hence recent warming must have some other cause than solar variations.",NOT_ENOUGH_INFO
The Conservatives' recent budget made no mention of climate change.,NOT_ENOUGH_INFO
"While transient weather variability is playing a key role here, the widespread record warmth across the U.S. so far this year is part of a long-term trend toward more warm temperature records versus cold ones.",SUPPORTS
"The projection that much of the Great Barrier Reef could perish within the next few decades could turn out to be too pessimistic, since other research has shown that some species of corals are surprisingly resilient to the stress from changing ocean temperatures.",REFUTES
"On the Pacific Coast, a climate pattern that had pushed billions of gallons of water toward Asia is now ending, so that in coming decades the sea is likely to rise quickly off states like Oregon and California.",NOT_ENOUGH_INFO
"The report, published in the journal Nature Geoscience on September 18, acknowledges that most of the models of warming trends failed to predict the ‘slowdown’ in warming post-2000, resulting in less pronounced warming than predicted and thus more room in the CO2 ‘emissions budget’ for the coming decades.",NOT_ENOUGH_INFO
Ben Santer rewrote the 1995 IPCC report,NOT_ENOUGH_INFO
climate models have overestimated the amount of global warming and failed to predict what climatologists call the warming ‘hiatus’,REFUTES
global temperatures have risen between 0.23F (0.13C) and 0.34F (0.19C) per decade,NOT_ENOUGH_INFO
Solar Cycle Length proves its the sun.,NOT_ENOUGH_INFO
Surface measurements find more downward infrared radiation warming the planet's surface.,SUPPORTS
"Eleven percent of the world’s population is currently vulnerable to climate change impacts such as droughts, floods, heat waves, extreme weather events and sea-level rise.",SUPPORTS
Sea level rise is decelerating.,REFUTES
Multiple lines of evidence make it very clear that the rise in atmospheric CO2 is due to human emissions.,SUPPORTS
"Solar forcings are not too small to explain twentieth century warming. In fact, their effect could be equal to or greater than the effect of CO2 in the atmosphere.",REFUTES
"More importantly, the OISM list only contains 39 scientists who specialise in climate science.",NOT_ENOUGH_INFO
Harvard study finds that wind turbines create MORE global warming than the fossil fuels they eliminate,NOT_ENOUGH_INFO
"Nevertheless over the last decade, daily record high temperatures occurred twice as often as record lows.",REFUTES
"""Three recent articles give us reason to question the alarmists’ claims  that coral reefs are in deep trouble due to the buildup of greenhouse  gases."" (World Climate Report)",NOT_ENOUGH_INFO
"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",SUPPORTS
Evidence is growing that the comparatively cold zone within the Northern Atlantic could be due to a slowdown of this global ocean water circulation.,NOT_ENOUGH_INFO
The lack of any sunspots suggests the current solar minimum is one of the 'deepest' in 100 years.,NOT_ENOUGH_INFO
Most likely the primary control knob on climate change is the ocean waters and this environment that we live in.,SUPPORTS
"The oceans have absorbed much of this increased heat, with the top 700 meters (about 2,300 feet) of ocean showing warming of more than 0.4 degrees Fahrenheit since 1969.",NOT_ENOUGH_INFO
"Thus rather than a ""doomsday"" cycle of runaway warming, Mother Earth appears surprisingly tolerant of carbon, decreasing atmospheric levels of water vapor -- a more effective greenhouse gas -- to compensate.",REFUTES
Historical data of temperature in the U.S. destroys global warming myth,REFUTES
"“The most famous of these studies, published in 2010 by Paul Kench and Arthur Webb of the South Pacific Applied Geoscience Commission in Fiji, showed that of 27 Pacific islands, 14% lost area.",REFUTES
To label CO2 as a pollutant is a disservice to a gas that has played an enormous role in the development and sustainability of life on this wonderful Earth.,REFUTES
"Observations throughout the world make it clear that climate change is occurring, and rigorous scientific research demonstrates that the greenhouse gases emitted by human activities are the primary driver.",SUPPORTS
"This was the case last year too, while earlier  years in the DMI analysis period (1958-2010) hardly ever shows Arctic  melt season temperatures this cold (Frank Lansner)",NOT_ENOUGH_INFO
"In the past, warming has never been a threat to life on Earth.",NOT_ENOUGH_INFO
"The planet's average surface temperature has risen about 1.62 degrees Fahrenheit (0.9 degrees Celsius) since the late 19th century, a change driven largely by increased carbon dioxide and other human-made emissions into the atmosphere.",NOT_ENOUGH_INFO
"""Global warming"" and ""climate change"" mean different things and have both been used for decades.",REFUTES
The human contribution to global warming was about 0.01°C.,NOT_ENOUGH_INFO
The consensus among scientists and policy-makers is that we’ll pass this point of no return if the global mean temperature rises by more than two degrees Celsius.,NOT_ENOUGH_INFO
We simply could never release enough CO2 into the atmosphere to cause the pH to go below 7 [the point in the pH scale at which a solution becomes acidic].”,REFUTES
[S]unspot activity on the surface of our star has dropped to a new low.,NOT_ENOUGH_INFO
"Their estimate of the SCE is 1.5 degrees, with a probability range between 1.05 and 2.45 degrees.",REFUTES
"that atmospheric CO2 increase that we observe is a product of temperature  increase, and not the other way around, meaning it is a product of  natural variation...",REFUTES
"When we look at life, we often find that ocean acidification is not a problem or even an advantage.",REFUTES
Earth about to enter 30-YEAR ‘Mini Ice Age’,REFUTES
"Consequently, CO2 levels at around 1,000 to 2,300 ppm were actually low enough to promote glaciation in the southern continent of Gondwana.",SUPPORTS
The increase in damage in recent years is due to population growth in vulnerable areas and poor forest management.,NOT_ENOUGH_INFO
"‘Summers keep getting hotter,’ said Friederike Otto of the University of Oxford, who conducted extensive research into data from the heatwave that spread Europe in June, July and August 2017.",NOT_ENOUGH_INFO
‘there will not be enough nitrogen available to sustain the high carbon uptake scenarios.’,SUPPORTS
"While it's true that any single country's CO2 emissions reductions will make little difference, only if every nation agrees to limit CO2 emissions can we achieve significant cuts on a global scale.",SUPPORTS
The new research showed that [oxygen isotopes in foraminifera] can change,SUPPORTS
Weather Channel Co-Founder John Coleman Calls Global Warming a Hoax,SUPPORTS
"Sea level rise has been slow and a constant, pre-dating industrialization",REFUTES
roughly three-quarters of the tidal flood days now occurring in towns along the East Coast would not be happening in the absence of the rise in the sea level caused by human emissions.,NOT_ENOUGH_INFO
"Far from contradicting global warming, record snowfall is predicted by climate models and consistent with our expectation of more extreme precipitation events.",NOT_ENOUGH_INFO
Of course the climate is changing. It always has. It always will.,REFUTES
Fundamental physics and global climate models both make testable predictions as to how the global climate should change in response to anthropogenic warming.,SUPPORTS
"18 Proxies tell us that the world was the same or warmer 1,000 years ago.",REFUTES
Melting of Arctic sea ice and polar icecaps is not occurring at ‘unnatural’ rates and does not constitute evidence of a human impact on the climate.,REFUTES
“Carbon dioxide hurts nobody’s health.,REFUTES
The authors seem to have jumped right  into statistical  analysis without proposing a physical mechanism that  works.,SUPPORTS
"Since 1965, more parts of the U.S. have seen a decrease in flooding than have seen an increase.",REFUTES
Clouds provide negative feedback,REFUTES
IPCC human-caused global warming attribution confidence is unfounded.,REFUTES
President-elect Trump has selected a climate change skeptic to head the team in charge of the transition between Obama and Trump's Environmental Protection Agencies.,NOT_ENOUGH_INFO
"The planet's average surface temperature has risen about 1.62 degrees Fahrenheit (0.9 degrees Celsius) since the late 19th century, a change driven largely by increased carbon dioxide and other human-made emissions into the atmosphere.",SUPPORTS
During the last hundred years the temperature is increased about 0.1°C because of carbon dioxide. The human contribution was about 0.01°C.,REFUTES
"At that time, Hansen also produced a model of the future behavior of the globe’s temperature, which he had turned into a video movie that was heavily shopped in Congress.",NOT_ENOUGH_INFO
NOAA’s analysis found last month was the 3rd-warmest April on record globally.,NOT_ENOUGH_INFO
"Like countless other organ­isms, we move and adapt when the environment changes.",SUPPORTS
The late 1970s marked the end of a 30-year cooling trend.,REFUTES
"Last year’s warmth was manifested across the planet, from the warm tropical ocean waters off the coast of northeastern Australia, where the Great Barrier Reef experienced its worst coral bleaching event on record and large scale coral death, to the Arctic, where sea ice hit regular monthly record lows and overall temperatures were also the warmest on record, at least from January through September 2016.",SUPPORTS
"There have long been claims that some unspecificed ""they"" has ""changed the name from 'global warming' to 'climate change'"".",REFUTES
Climate change is because of El Niño.,SUPPORTS
"The effect of this disparity is that thermal radiation escaping to space comes mostly from the cold upper atmosphere, while the surface is maintained at a substantially warmer temperature.",NOT_ENOUGH_INFO
"When water temperatures become too high, coral becomes stressed and expels the algae, which leave the coral a bleached white color.",SUPPORTS
Research has found a human influence on the climate of the past several decades ...,SUPPORTS
"Numerous studies into the effect of urban heat island effect and microsite influences find they have negligible effect on long-term trends, particularly when averaged over large regions.",SUPPORTS
"The atmosphere and ocean have warmed, the amounts of snow and ice have diminished, and sea level has risen.",SUPPORTS
"While an isolated heatwave can be put down as an anomaly, the scale of this phenomenon points to global warming as the culprit, scientists said.",SUPPORTS
"CO2 increase is natural, not human-caused",REFUTES
"The melting of the Greenland ice sheet is already contributing significantly to sea level rise, and new research is highlighting that the melting of Arctic sea ice can alter weather conditions across Europe, Asia and North America.’”",SUPPORTS
the climate models have overestimated the amount of global warming and failed to predict what climatologists call the warming ‘hiatus’,SUPPORTS
Cooks ’97% consensus’ disproven by a new peer,REFUTES
"""The observed data show that CFCs conspiring with cosmic rays most likely caused both the Antarctic ozone hole and global warming...",REFUTES
"In other words, we have, trapped in Arctic permafrost, twice as much carbon as is currently wrecking the atmosphere of the planet, all of it scheduled to be released at a date that keeps getting moved up, partially in the form of a gas that multiplies its warming power 86 times over.",SUPPORTS
"Last December, the respected  journal “Oceanography” published projections (see graphic below) for this rising acidity, measured by falling pH",SUPPORTS
Climate change is normal and continual.,SUPPORTS
Greenland ice sheet won't collapse,NOT_ENOUGH_INFO
"The worsening of tidal flooding in American coastal communities is largely a consequence of greenhouse gases from human activity, and the problem will grow far worse in coming decades, scientists reported Monday.",NOT_ENOUGH_INFO
"Steve McIntyre noticed a strange  discontinuity in US temperature data, occurring around January 2000.",SUPPORTS
"A paper by Ross McKitrick, an economics professor at the  University of Guelph, and Patrick Michaels, an environmental studies  professor at the University of Virginia, concludes that half of the  global warming trend from 1980 to 2002 is caused by Urban Heat Island.",SUPPORTS
"Often the compensatory cooling, known as La Niña, is larger than the El Niño warming.”",NOT_ENOUGH_INFO
The idea that climate change is new or is caused by Humans is nonsense.,REFUTES
"If there is  a cloud cover, the heat is trapped by water vapour as a greenhouse gas  and the temperature stays quite warm.",NOT_ENOUGH_INFO
"Surface temperatures on Earth ""have stabilized.""",NOT_ENOUGH_INFO
Satellite measurements of infrared spectra over the past 40 years observe less energy escaping to space at the wavelengths associated with CO2.,NOT_ENOUGH_INFO
The panel was forced to retract a statement in its 2007 report saying all Himalayan glaciers could melt entirely by 2035.,SUPPORTS
By 2050 there’s a scientific consensus that we reached the tipping point for ice sheets in Greenland and the West Antarctic,NOT_ENOUGH_INFO
"The thermal expansion of the oceans, compounded by melting glaciers, resulted in the highest global sea level on record in 2015.",SUPPORTS
there is no relationship between temperature and carbon dioxide emissions from human carbon dioxide[...] has had a minimal effect on global climate,REFUTES
"Global warming saves 166,000 lives each year; those claiming that climate change is causing heat-related deaths are wrong because they ignore that the population is growing and becoming older.",REFUTES
If we double atmospheric carbon dioxide[…] we’d only raise global surface temperatures by about a degree Celsius.,REFUTES
Marine life has nothing whatsoever to fear from ocean acidification.”,REFUTES
Sea ice has diminished much faster than scientists and climate models anticipated.,SUPPORTS
"for every renewable energy job that the State manages to finance, Spain’s experience...reveals with high confidence, by two different methods, that the U.S. should expect a loss of at least 2.2 jobs on average",NOT_ENOUGH_INFO
"CO2 increase is natural, not human-caused",REFUTES
The rate of renewable energy installations in the EU in 2018 was less than half the maximum level achieved in 2010.,NOT_ENOUGH_INFO
"Most glaciers are retreating, posing a serious problem for millions who rely on glaciers for water.",NOT_ENOUGH_INFO
"While it's true that any single country's CO2 emissions reductions will make little difference, only if every nation agrees to limit CO2 emissions can we achieve significant cuts on a global scale.",SUPPORTS
"But by far the largest greenhouse gas is water vapour, which makes 95 per cent of the total.",NOT_ENOUGH_INFO
warmer oceans have also begun to destabilize glaciers in Greenland and Antarctica,SUPPORTS
Plants need almost three times today’s carbon dioxide content of the atmosphere to thrive.,NOT_ENOUGH_INFO
Now scientists are telling us that Mars is experiencing its own planetary warming: Martian warming.,NOT_ENOUGH_INFO
'Global warming' and 'climate change' mean different things and have both been used for decades.,NOT_ENOUGH_INFO
Venus doesn't have a runaway greenhouse effect,REFUTES
"The melting of Arctic sea ice and polar ice caps does not take place at ""unnatural"" speeds and is not proof of a human impact on the climate.",REFUTES
"The monetary cost of damages has increased dramatically in recent decades, but that is due to increasing population, wealth and the amount of vulnerable infrastructure.",NOT_ENOUGH_INFO
"In the last 35 years of global warming, sun and climate have been going in opposite directions.",NOT_ENOUGH_INFO
"In looking at Earth’s past, scientists can predict what the future will look like",REFUTES
The amount of heat energy coming out of the Earth is too small to even be worth considering.,NOT_ENOUGH_INFO
[…]You can think of global warming as one type of climate change.,NOT_ENOUGH_INFO
"Despite the logarithmic relationship between CO2 and surface temperatures, atmospheric CO2 levels are rising so fast that unless we dramatically decrease our emissions, global warming will accelerate over the 21st Century.",SUPPORTS
"The ocean is absorbing massive amounts of CO2, and is becoming more acidic as a result.",SUPPORTS
"[data] show only slight warming, mostly at night and in winter",NOT_ENOUGH_INFO
The IPCC blames human emissions of carbon dioxide for the last  warming.,SUPPORTS
The effects of enhanced CO2 on terrestrial plants are variable and complex and dependent on numerous factors.,NOT_ENOUGH_INFO
"Temperatures cooled from about 1940 to 1975, and then they rose from about ’75 to about 2005 or so, and since then they’ve been flat or cooling.",NOT_ENOUGH_INFO
The decline in tree-ring growth is openly discussed in papers and IPCC reports.,SUPPORTS
"The unlikely scenarios are now, all of a sudden, becoming more probable than they once were thought to be,’ says Sweet.”",NOT_ENOUGH_INFO
"The error was incorrect citation, failing to mention the peer-reviewed papers where the data came from.",NOT_ENOUGH_INFO
"Higher temperatures, we’re told, will be deadly—killing “thousands to tens of thousands” of Americans",NOT_ENOUGH_INFO
"unadjusted data suggests that temperatures in Australia have only increased by 0.3 degrees over the past century, not the 1 degree usually claimed",NOT_ENOUGH_INFO
"""An article in Science magazine illustrated that a rise in carbon dioxide did not precede a rise in temperatures, but actually lagged behind temperature rises by 200 to 1000 years.",SUPPORTS
"Currently, sea level rise does not seem to depend on ocean temperature, and certainly not on CO2.",REFUTES
"It seems scientists have noticed recently that quite a few planets in our solar system seem to be heating up a bit, including Pluto.""",NOT_ENOUGH_INFO
"Volcanoes, solar variations, clouds, methane, aerosols - these all change the way energy enters and/or leaves our climate.",SUPPORTS
"The claim that 97 percent of scientists believe humans are causing climate change has been debunked by the ""head"" of the United Nations Intergovernmental Panel on Climate Change.",NOT_ENOUGH_INFO
Obama's EPA director said the Clean Power Initiative would have no impact on man-made CO2 emissions.,REFUTES
’Extremely remarkable’ 2017 heads toward record for hottest year without an El Niño episode.,NOT_ENOUGH_INFO
"The grasslands, crops, forests and territorial waters of Australia absorb more carbon dioxide than Australia emits.",SUPPORTS
"As a result, the planet as a whole is becoming less reflective and absorbing more sunlight, which is accelerating global warming.",SUPPORTS
By 2100 the seas will rise another 6 inches or so—a far cry from Al Gore’s alarming numbers,NOT_ENOUGH_INFO
"In the early 2000s, ice shelves began disintegrating in several parts of Antarctica, and scientists realized that process could greatly accelerate the demise of the vastly larger ice sheets themselves.",SUPPORTS
"The cyclic activity of the Sun as well as other variations in solar and terrestrial activity, and non-anthropogenic CO2 emissions, are responsible for climate change.",REFUTES
Satellites and on-site measurements are observing that Himalayan glaciers are disappearing at an accelerating rate.,SUPPORTS
"The broader term covers changes beyond warmer temperatures, such as shifting rainfall patterns.”",NOT_ENOUGH_INFO
Murry Salby finds CO2 rise is natural.,SUPPORTS
"""We found [U.S. weather] stations located next to  the exhaust fans of air conditioning units, surrounded by asphalt  parking lots and roads, on blistering-hot rooftops, and near sidewalks  and buildings that absorb and radiate heat.",NOT_ENOUGH_INFO
CERN CLOUD experiment proved cosmic rays are causing global warming.,SUPPORTS
"world temperatures, because they have gone up only very slowly, less than half as fast as the scientific consensus predicted in 1990",REFUTES
Sea level rise due to climate change is not going to happen.,REFUTES
Previous IPCC reports tended to assume that clouds would have a neutral impact because the warming and cooling feedbacks would cancel each other out.,NOT_ENOUGH_INFO
The long-term correlation between CO2 and temperature is well established.,SUPPORTS
"If Houlton’s finding about these vast, previously unknown nitrogen stores holds true, then it would have an enormous impact on global warming predictions.",NOT_ENOUGH_INFO
"Doubling the concentration of atmospheric CO2 from its pre-industrial level, in the absence of other forcings and feedbacks, would likely cause a warming of ~0.3Â°C to 1.1Â°C",NOT_ENOUGH_INFO
"""His [Dr. Spencers] latest research shows that – in any case in the short term – the temperature feedbacks the IPCC imagines will significantly increase any initial warming by CO2, are net negative and mitigate the warming they are supposed to increase.",REFUTES
"Seven and a half years have passed since there was even a trend towards global warming.If global warming were caused by human emissions, the temperature would rise steadily.",REFUTES
The long-term tide gauge datasets are all in agreement that there is no acceleration,REFUTES
"In our lifetime, there has been no correlation between carbon dioxide emissions and temperature.",REFUTES
"Data from NOAA’s Barrow Alaska station ‘indicate that October through December emissions of CO2 from surrounding tundra increased by 73 percent since 1975, supporting the view that rising temperatures have made Arctic ecosystems a net source of CO2.’”",NOT_ENOUGH_INFO
(Multiplying .95 by itself 15 times yields 46.3 percent.)”,NOT_ENOUGH_INFO
"""The IPCC also made false predictions on the Amazon rain forests, referenced to a non peer-reviewed paper produced by an advocacy group working with the WWF.",NOT_ENOUGH_INFO
Science entitled The Scientific Consensus on Climate Change (Oreskes 2004).,SUPPORTS
Humans have been through climate changes before- but mostly cold ones and,SUPPORTS
by that I mean the central Arctic will be ice-free.,NOT_ENOUGH_INFO
"when 3 per cent of total annual global emissions of carbon dioxide are from humans and Australia prod­uces 1.3 per cent of this 3 per cent, then no amount of emissions reductio­n here will have any effect on global climate.",NOT_ENOUGH_INFO
as continents rise after the overlying ice has melted,NOT_ENOUGH_INFO
Climate change isn't increasing extreme weather damage costs.,REFUTES
"For what appears to be the first time since scientists began keeping track, sea ice in the Arctic and the Antarctic are at record lows this time of year.",SUPPORTS
 The discrepancy between model-predicted warming and (lower) real-world observations has inspired new respect for natural climate variability relative to greenhouse-gas forcing. ,SUPPORTS
Increased atmospheric carbon dioxide has helped raise global food production and reduce poverty.,REFUTES
"The warming effect from more CO2 greatly outstrips the influence from changes in the Earth's orbit or solar activity, even if solar levels were to drop to Maunder Minimum levels.",SUPPORTS
They changed the name from 'global warming' to 'climate change'.,SUPPORTS
"The IPCC lead authors are experts in their field, instructed to fairly represent the full range of the up-to-date, peer-reviewed literature.",SUPPORTS
Small amounts of very active substances can cause large effects.,NOT_ENOUGH_INFO
"Greenland on the whole is losing ice, as confirmed by satellite measurement.",SUPPORTS
"""In 2007, the Northern Hemisphere reached a record low in ice coverage and the Northwest Passage was opened.",SUPPORTS
"In Alaska, brown bears are changing their feeding habits to eat elderberries that ripen earlier.",SUPPORTS
Less than half of published scientists endorse global warming,REFUTES
“[T]he 1079 emails and 72 documents seem indeed evidence of a scandal  involving most of the most prominent scientists pushing the man-made  warming theory - a scandal that is one of the greatest in modern  science.,SUPPORTS
